"34","0000-00-00","bamboo Hawaii.jpg","Bamboo Hawai?i garage","retail, clothing","1","English","0","0","0","0","0","0","Oahu","Kailua","Kailua","Uluniu St",,"bus","con","shop name bamboo Hawaii","0","0","1"
"35","0000-00-00","Bank of Hawai.jpg","Bank of Hawai?i  ","banking/finance","1","English","0","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","shop name bank of Hawaii","0","0","1"
"36","0000-00-00","Bank of Hawaii ATM.jpg","Bank of Hawaii ATM","banking/finance","1","English","0","0","0","0","21.39430278","-157.74295","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","ATM","0","0","1"
"37","0000-00-00","barber shop no Jp.jpg","Mike's Barber shop ","hair/beauty","1","English","0","0","0","0","21.39291667","-157.7403861","Oahu","Kailua","Kailua","Hahani Rd",,"bus","cont","special military haircut","0","0","1"
"38","0000-00-00","Beach adventures bathroom Kailua_Oahu.jpg","Beach Adventures bathroom ","sports/leisure","2","English, Japanese","0","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","cont","Employees only women","0","0","1"
"39","0000-00-00","Beach adventures changing rooms.jpg","Beach Adventures changing rooms","sports/leisure","2","Japanese, English","0","0","0","0","21.39689167","-157.7311694","Oahu","Kailua ","Kailua ","Kailua Rd",,"bus","cont","Locker Rooms customers only","0","0","1"
"40","0000-00-00","Beach adventures mens bathroom Kailua.jpg","Beach adventures men's bathroom Kailua","sports/leisure","2","English, Japanese","0","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","cont","Employees only bathroom men","0","0","1"
"41","0000-00-00","Beach adventures poster close up.jpg","Beach adventures poster close up","sports/leisure","2","English, Japanese","0","0","0","1","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","cont","posters for Jp tourists","0","0","1"
"42","0000-00-00","Beach Adventures posters.jpg","Beach Adventures posters","sports/leisure","2","English, Japanese","1","0","0","1","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus",,,"0","0","1"
"43","0000-00-00","Beach adventures segway Jp star.jpg","Beach Adventures segway tv star","sports/leisure","2","Japanese, English","0","0","0","0","21.39690556","-157.7311861","Oahu","Kailua","Kailua","Kailua Rd",,"bus","cont","tv star on segway, 1 word of English ('final')","0","0","1"
"44","0000-00-00","Bee and tea inside.jpg","Bee and Tea inside","restaurant","1","English","0","1","0","0","0","0","Oahu","Kailua ","Kailua","Hekili St",,"bus","con","Bee and tea inside","0","0","1"
"45","0002-03-17","bee and tea.jpg","Bee and Tea","restaurant","1","English","0","0","0","0","21.39214444","-157.7424306","Oahu","Kailua ","Kailua","Hekili St",,"bus","con","shop name bee and tea","0","0","1"
"46","0004-01-17","beer advertisement big city diner Japanese menu.jpg","beer advertisement Big City Diner Japanese menu","restaurant","1","Japanese","0","1","0","0","0","0","Oahu","Kailua","Kailua","Hamakua Rd",,"bus","con","beer advertisement big city diner Japanese menu","0","0","1"
"47","0000-00-00","Beer sign mahaloha.jpg","beer sign Mahaloha Burger","restaurant","1","English","0","0","0","0","21.39191111","-157.7415167","Oahu","Kailua ","Kailua","Hekili St",,"bus","cont","Beer sign mahaloha","0","0","1"
"49","0000-00-00","bench sign. jpg.jpg","bench sign","other","1","English","0","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","bench sign","0","0","1"
"50","0000-00-00","berich building.jpg","Berich Building","office/building","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Uluniu St",,"bus","cont","berich building","0","0","1"
"51","0003-07-17","best pizza in town italian deli.jpg","Best Pizza in town italian deli Boston's Pizza","restaurant","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Oneawa St",,"bus","cont","best pizza in town italian deli","0","0","1"
"52","0000-00-00","better homes advantage realty.jpg","Better Homes Advantage realty","realty","1","English","0","0","0","0","21.39448056","-157.7433611","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","better homes advantage realty","0","0","1"
"53","0000-00-00","better homes poster.jpg","Better Homes poster ","realty","1","English","0","0","0","0","21.39438889","-157.7434528","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","better homes poster ","0","0","1"
"54","0000-00-00","betty x joe.jpg","Betty x Joe outdoor sign","retail, clothing","1","English","0","0","0","0","0","0","Oahu","Kailua","Kailua","Uluniu St",,"bus","con","shop name betty x joe","0","0","1"
"55","0003-07-17","bicycle shop.jpg","bicycle shop","sports/leisure","0",,"1","1","0","0","21.39464444","-157.7448722","Oahu","Kailua ","Kailua","Oneawa St",,,,,"0","0","1"
"56","0000-00-00","bicycle whole foods bike parking.jpg","Whole Foods bike parking","grocery","0",,"1","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","bicycle whole foods bike parking","0","0","1"
"57","0000-00-00","bicycle whole foods.jpg","bicycles near Whole Foods","grocery","0",,"1","0","0","0","21.39393889","-157.7422028","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","bicycle whole foods","0","0","1"
"58","0004-01-17","big city dinner English menu front page. jpg.jpg","Big City Diner English menu front page","restaurant","3","English, Hawaiian, Pidgin","0","1","0","0","0","0","Oahu","Kailua","Kailua","Hamakua Rd",,"bus","con","big city dinner English menu front page","0","0","1"
"59","0004-01-17","Big city dinner English menu.jpg","Big city Diner English menu","restaurant","1","English","0","1","0","0","21.39254444","-157.7440639","Oahu","Kailua","Kailua","Hamakua Rd",,"bus","con","Big city dinner English menu","0","0","1"
"60","0004-01-17","big city dinner inside1.jpg","Big City Diner inside photos on wall","restaurant","1",,"1","0","0","0","21.39258611","-157.7442639","Oahu","Kailua","Kailua","Hamakua Rd",,,,"big city dinner inside1 ","0","0","1"
"61","0004-01-17","Big city dinner Japanese menu inside.jpg","Big City Diner Japanese menu pages","restaurant","2","Japanese, English","0","1","0","0","21.39253889","-157.744125","Oahu","Kailua","Kailua","Hamakua Rd",,"bus","con","Big city dinner Japanese menu inside","0","0","1"
"62","0004-01-17","big city Japanese menu.jpg","Big City Diner Japanese menu","restaurant","2","Japanese, English","0","0","1","0","0","0","Oahu","Kailua","Kailua","Hamakua Rd",,"bus","con","big city Japanese menu","0","0","1"
"63","0004-01-17","bigcity localicious.jpg","Big City localicious sticker on door","restaurant","1","English","0","0","0","0","21.39258056","-157.7439889","Oahu","Kailua","Kailua","Hamakua Rd",,"bus","con",,"0","0","1"
"64","0004-01-17","bike lane.jpg","bike lane","street/traffic/parking","0",,"1","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,,,"bike lane","0","0","1"
"65","0000-00-00","bike parking whole foods.jpg","bike parking Whole Foods ","grocery","0",,"1","0","0","0","21.39385278","-157.742325","Oahu","Kailua","Kailua","Kailua Rd",,,,"bike parking whole foods ","0","0","1"
"66","0000-00-00","bike rental shop Pedego Kailua_Oahu.jpg","Pedego Kailua bike rental shop sign","sports/leisure","2","English, Japanese","0","0","0","0","21.39292222","-157.7404167","Oahu","Kailua","Kailua ","Hahani St",,"bus","cont","signboard","0","0","1"
"67","0000-00-00","Bike rentals Jp sign Kailua_Oahu.jpg","Kailua Ocean Adventures laminated sign Japanese","sports/leisure","2","Japanese, English","0","0","0","0","0","0","Oahu","Kailua","Kailua","Hahani St",,"bus",,,"0","0","1"
"68","0000-00-00","Bike rentals Kailua Ocean Adventures.jpg","Kailua Ocean Adventures bike rentals","sports/leisure","2","English, Japanese","0","0","0","0","21.39199722","-157.7411333","Oahu","Kailua","Kailua","Hahani St",,"bus","cont","bike rentals","0","0","1"
"69","0000-00-00","Bike rentals Kailua_Oahu_skirts.jpg","How to tie skirt on bike at Kailua Ocean Adventures","sports/leisure","1","Japanese","0","0","0","0","21.39200278","-157.7411333","Oahu","Kailua","Kailua","Hahani St",,"bus","cont","info sheet for skirt tying","0","0","1"
"70","0000-00-00","bike shop in the morning.jpg","bike shop in the morning","sports/leisure","0",,"1","0","0","0","0","0","Oahu","Kailua ","Kailua","Hekili St",,,,"bike shop in the morning","0","0","1"
"71","0000-00-00","bike shop operation hour.jpg","The Bike Shop operation hours","sports/leisure","1","English","0","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","bike shop operation hour","0","0","1"
"72","0000-00-00","bikinibird.jpg","Bikinibird","retail, clothing","1","English","0","0","0","0","21.39245278","-157.7428278","Oahu","Kailua ","Kailua","Hekili St",,"bus","con","bikinibird","0","0","1"
"73","0000-00-00","bite poster maui tacos.jpg","Bite poster (delivery service)  on Maui Tacos","service","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Hahani St",,"bus",,"bite poster maui tacos","0","0","1"
"74","0002-03-17","Bkrobbins door.jpg","Baskin Robbins door","restaurant","1","English","0","0","0","0","21.39279444","-157.7436222","Oahu","Kailua ","Kailua","Hamakua Rd",,"bus","cont","Bkrobbins door","0","0","1"
"75","0000-00-00","black boad bee and tea.jpg","Bee and tea blackboard","restaurant","1","English","0","1","0","0","21.39230556","-157.7424306","Oahu","Kailua ","Kailua","Hekili St",,"bus","con","black boad bee and tea","0","0","1"
"76","0000-00-00","black boad big island growers madre chocolate.jpg","Madre chocolate Big Island blackboard","retail, food","1","English","1","1","0","0","0","0","Oahu","Kailua","Kailua","Kainehe St",,,,"black boad big island growers madre chocolate","0","0","1"
"77","0002-03-17","black board big city.jpg","Big City Diner blackboard","restaurant","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Hamakua Rd",,"bus","cont","black board big city","0","0","1"
"78","0003-07-17","blue lani mat.jpg","Blue Lani mat ","retail, clothing","1","English","0","0","0","0","21.39483611","-157.7448583","Oahu","Kailua ","Kailua","Oneawa St",,"bus","cont","Oneawa St","0","0","1"
"79","0002-03-17","blue lani tag 2.jpg","Blue Lani tag 2","retail, clothing","2","Japanese, English","0","1","0","0","21.39509444","-157.7453917","Oahu","Kailua ","Kailua","Oneawa St",,"bus","cont","blue lani tag","0","0","1"
"80","0002-03-17","blue lani tag.jpg","Blue Lani tag","retail, clothing","2","Japanese, English","0","1","0","0","21.39511389","-157.7453778","Oahu","Kailua ","Kailua","Oneawa St",,"bus","cont","blue lani tag","0","0","1"
"81","0002-03-17","blue lani tag.jpg","Blue Lani tag","retail, clothing","1","Japanese, English","0","1","0","0","0","0","Oahu","Kailua ","Kailua","Oneawa St",,"bus","cont","blue lani tag","0","0","1"
"82","0002-03-17","blue lani.jpg","Blue Lani","retail, clothing","2","English, Hawaiian","0","0","0","0","21.39513333","-157.7453472","Oahu","Kailua ","Kailua","Oneawa St",,"bus","cont","blue lani","0","0","1"
"83","0000-00-00","bookend poster. jpg.jpg","Bookends poster","retail, books","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Kailua Rd",,"bus","con","bookend poster","0","0","1"
"84","0000-00-00","Bookend.jpg","Bookends","retail, books","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Kailua Rd",,"bus","con","Shopname bookend","0","0","1"
"85","0000-00-00","bookstore mahalo Kailua_Oahu.jpg","Bookends cell phone sign ","retail, books","2","English, Hawaiian","0","1","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd.",,"bus","decont","cell phone free zone kokua mahalo","0","0","1"
"86","0000-00-00","Boots and Kimos door.jpg","Boots and Kimo's door","restaurant","2","English, Japanese","0","0","0","1","0","0","Oahu","Kailua","Kailua","Hekili St.",,"bus","cont","Keep door closed","0","0","1"
"87","0000-00-00","Boots and Kimos menu outside.jpg","Boots and Kimo's menu outside","restaurant","2","Japanese, Hawaiian","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Hahani St",,"bus","cont","menu at boots and kimo's","0","0","1"
"88","0000-00-00","Boots and Kimos sign all parties need to be present.jpg","Boots and Kimo's sign all parties need to be present","restaurant","1","English","0","0","0","0","21.39204444","-157.7405861","Oahu","Kailua ","Kailua","Hahani St",,"bus","cont","Boots and Kimo's sign all parties need to be present","0","0","1"
"89","0000-00-00","Boots and Kimos sign Kailua.jpg","Boots and Kimos sign Kailua","restaurant","1","English","0","0","0","0","21.39174444","-157.7411333","Oahu","Kailua","Kailua ","Hekili St.",,"bus","cont","Boots & Kim's homestyle kitchen","0","0","1"
"90","0000-00-00","Boots and Kimos.jpg","Boots and Kimo's ","restaurant","1","English","1","0","0","0","21.39191944","-157.7408","Oahu","Kailua ","Kailua","Hekili St",,"bus","cont","shop sign boots and kimo's","0","0","1"
"91","0000-00-00","Boots Kimos dryer Kailua.jpg","Boots Kimos dryer Kailua","restaurant","1","Japanese","0","1","0","0","0","0","Oahu","Kailua","Kailua ","Hekili St.",,"bus","cont","Boots & Kimo bathroom dryer ","0","0","1"
"92","0000-00-00","Boots Kimos toilets.jpg","Boots Kimos toilets","restaurant","2","English, Japanese","0","1","0","0","0","0","Oahu","Kailua","Kailua ","Hekili St.",,"bus","cont","use only for toilet seats; do not dispose etc.","0","0","1"
"93","0000-00-00","Boots Kimos tshirts signs.jpg","Boots Kimos tshirts signs","restaurant","2","English, Japanese","0","1","0","0","21.39174167","-157.7412111","Oahu","Kailua","Kailua","Hekili St.",,"bus","cont","Boots & Kimos t-shirts sale","0","0","1"
"94","0000-00-00","bowling pali lanes.jpg","Pali Lanes Bowling","sports/leisure","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Hekili St",,"bus","con","bowling","0","0","1"
"95","0000-00-00","brand name 808 skate.jpg"," 808 Skate brand name","retail, clothing","1","English","0","0","0","0","21.39704444","-157.7427222","Oahu","Kailua ","Kailua","Uluniu St",,"bus","con","brand name 808 skate","0","0","1"
"96","0000-00-00","brandlog.jpg","window stickers","retail, clothing","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Kailua Rd",,"bus","decont",,"0","0","1"
"97","0000-00-00","Brazilian inside shop.jpg","Brazilian Show Room inside shop","retail, clothing","0",,"1","1","0","0","21.39365833","-157.7418833","Oahu","Kailua","Kailua","Kailua Rd",,,,"Brazilian inside shop","0","0","1"
"98","0000-00-00","Brazilian.jpg","Brazilian Show Room","retail, clothing","1","English","0","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","shop name brazilian","0","0","1"
"100","0000-00-00","buona sera.jpg","Buona Sera","restaurant","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Hekili St",,"bus","con","shopname bouna sera","0","0","1"
"101","0000-00-00","burber shop.jpg","Mike's Barber Shop sign","hair/beauty","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Hahani St",,"bus","con","shop name","0","0","1"
"102","0000-00-00","burbershop window.jpg","Mike's Barber Shop window","hair/beauty","1","English","0","0","0","0","21.39299167","-157.7405556","Oahu","Kailua ","Kailua","Hahani St",,"bus","con","burbershop window","0","0","1"
"104","0000-00-00","cafe doors.jpg","cafe doors","restaurant","2","Japanese, English","0","0","0","1","21.39328889","-157.7398222","Oahu","Kailua","Kailua","Hekili St.",,"bus","cont","signs on cafe doors","0","0","1"
"105","0000-00-00","cafe windows.jpg","cafe windows","restaurant","1","English","0","0","0","1","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","cont","open, bread pupus, Bud Light","0","0","1"
"106","0000-00-00","california pizza kitchen.jpg","California Pizza Kitchen","restaurant","1","English","0","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","california pizza kitchen","0","0","1"
"108","0000-00-00","calvin and susie.jpg","Calvin and Susie","service","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Hekili St",,"bus","cont","shop name calvin and susie","0","0","1"
"109","0000-00-00","car company brand skickers.jpg","car company brand skickers","auto/gas","1","English","0","0","0","0","21.3939","-157.7455889","Oahu","Kailua","Kailua","Kainehe St",,"bus","con","car company brand skickers","0","0","1"
"110","0000-00-00","car company.jpg","car company","auto/gas","0",,"1","0","0","0","21.39395278","-157.745575","Oahu","Kailua","Kailua","Kainehe St",,,,"car company","0","0","1"
"111","0003-07-17","casablanca.jpg","Casablanca Moroccan cuisine","restaurant","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Oneawa St",,"bus","cont","shop name casablanca","0","0","1"
"112","0004-01-17","caution desk kailua bicycle.jpg","caution desk Kailua Bicycle","sports/leisure","1","Japanese","0","1","0","0","21.39378889","-157.7452861","Oahu","Kailua","Kailua","Kainehe St",,"bus","con","caution desk kailua bicycle","0","0","1"
"113","0000-00-00","caution trolley parking.jpg","caution signs near trolley parking construction","construction","1","English","0","0","0","0","21.39295","-157.7406167","Oahu","Kailua ","Kailua","Hahani St",,"bus","con","caution trolley parking","0","0","1"
"114","0000-00-00","chadlou aloha.jpg","ChadLou aloha inside","restaurant","1","Hawaiian","0","1","0","0","21.39498889","-157.7458028","Oahu","Kailua","Kailua","Uluniu St",,"bus","con","chadlou aloha","0","0","1"
"115","0000-00-00","chadlous inside.jpg","ChadLou's inside","restaurant","0",,"1","1","0","0","21.39502222","-157.7456972","Oahu","Kailua","Kailua","Uluniu St",,,,"chadlou's inside","0","0","1"
"116","0000-00-00","chadlous.jpg","ChadLou's outdoor sign","restaurant","1","English","0","0","0","0","0","0","Oahu","Kailua","Kailua","Uluniu St",,"bus","con","chadlou's","0","0","1"
"117","0000-00-00","champa thai.jpg","Champa Thai","restaurant","1","English","0","0","0","0","21.39594167","-157.7410583","Oahu","Kailua ","Kailua","Kuulei Rd",,"bus","cont","shop name champa thai","0","0","1"
"118","0000-00-00","check out brazilian.jpg","check out Brazilian Show Room","retail, clothing","1","English","0","0","0","0","21.39408056","-157.7420806","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","Check out sign ","0","0","1"
"119","0000-00-00","Chinese item tag GNC.jpg","Chinese item tag GNC","retail, health","1","Chinesenese","0","1","0","0","0","0","Oahu","Kailua ","Kailua","Kailua Rd",,"bus","con","Chinese item tag GNC","0","0","1"
"120","0000-00-00","Christian pamphlets Kailua.jpg","Christian pamphlets Kailua","other","2","Japanese, English","0","0","0","1","21.39375","-157.7405694","Oahu","Kailua","Kailua","Kailua Rd",,"private","decont","Christian pamphlets Light of Life","0","0","1"
"122","0000-00-00","citizen poster.jpg","Citizen watches poster","retail, jewelry","1","English","0","0","0","0","21.39381111","-157.7413028","Oahu","Kailua ","Kailua","Kailua Rd",,"bus","con","citizen poster","0","0","1"
"123","0000-00-00","Close sign.jpg","Closed sign Jewel or Juice","restaurant","2","English, Japanese","0","0","0","0","21.39723889","-157.7418833","Oahu","Kailua ","Kailua","Uluniu St",,"bus","cont","Close sign","0","0","1"
"126","0000-00-00","cofee tag English and Japanese island treasure.jpg","coffee tag Island Treasure","retail, home","2","English, Japanese","0","1","0","0","21.39403889","-157.7418528","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","cofee tag English and Japanese island treasure","0","0","1"
"127","0000-00-00","coffee curbs.jpg","The Curb Coffee sign","restaurant","1","English","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Hekili St",,"bus","cont","coffee ","0","0","1"
"128","0000-00-00","coffee morning brew.jpg","Morning Brew Coffee","restaurant","0",,"1","1","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,,,,"0","0","1"
"129","0000-00-00","coffee shop menu Morning Brew.jpg","coffee shop menu Morning Brew","restaurant","2","English, Japanese","0","0","0","1","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","cont","menu for breakfast","0","0","1"
"130","0000-00-00","coin chart island treasure.jpg","coin chart Island Treasure","retail, home","1","Japanese","0","1","0","0","21.39418333","-157.7420056","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","coin chart island treasure","0","0","1"
"131","0000-00-00","cookies and cream grand opening banner.jpg","Cookies and Cream grand opening banner","restaurant","1","English","0","0","0","0","21.39407222","-157.7417611","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","cookies and cream grand opening banner","0","0","1"
"132","0000-00-00","cookies and cream poster.jpg","Cookies and Cream poster","restaurant","1","English","0","0","0","0","21.39393056","-157.7418361","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","cookies and cream poster","0","0","1"
"133","0000-00-00","Cookies and cream selling items.jpg","Cookies and cream  items for sale sidewalk sign","restaurant","2","English, Japanese","0","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","Cookies and cream selling items","0","0","1"
"134","0000-00-00","corepower yoga.jpg","Corepower Yoga","sports/leisure","1","English","0","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","shop name corepower","0","0","1"
"136","0000-00-00","counter bikinibird.jpg","Counter Bikinibird","retail, clothing","0",,"1","1","0","0","21.39246944","-157.7426306","Oahu","Kailua ","Kailua","Hekili St",,,,"counter bikinibird","0","0","1"
"138","0004-01-17","counter windward.jpg","counter Windward Watersports","sports/leisure","0",,"1","1","0","0","0","0","Oahu","Kailua","Kailua","Hoolai St.",,,,,"0","0","1"
"139","0000-00-00","creapes no ka oi.jpg","Crepes No Ka Oi","restaurant","2","English, Hawaiian","0","0","0","0","0","0","Oahu","Kailua ","Kailua","Hekili St",,"bus ","cont","shop name","0","0","1"
"141","0000-00-00","creps no ka oi interior.JPG","Crepes No Ka Oi interior","restaurant","0",,"1","1","0","0","0","0","Oahu","Kailua ","Kailua","Hekili St",,,,"creps no ka oi interior","0","0","1"
"142","0004-01-17","Cross here Japanese and English .jpg","Cross here Japanese and English","street/traffic/parking","2","Japanese, English","0","0","0","0","0","0","Oahu","Kailua","Kailua","Kailua Rd",,"bus","con","Cross here Japanese and English","0","0","1"
"144","0000-00-00","customer comments Jp.jpg","customer comments Kailua Beach Adventures","sports/leisure","1","Japanese","0","1","0","0","21.39694444","-157.7312167","Oahu","Kailua","Kailua","Kailua Rd",,"bus","cont","customer comments adventures","0","0","1"
