38,2016-10-28,Beach adventures bathroom Kailua_Oahu.jpg,Beach Adventures bathroom ,sports/leisure,2,"English, Japanese",0,0,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,cont,Employees only women,0,0
39,2016-10-28,Beach adventures changing rooms.jpg,Beach Adventures changing rooms,sports/leisure,2,"Japanese, English",0,0,0,0,21.396891666666665,-157.73116944444445,Oahu,Kailua ,Kailua ,Kailua Rd,,bus,cont,Locker Rooms customers only,0,0
40,2016-10-28,Beach adventures mens bathroom Kailua.jpg,Beach adventures men's bathroom Kailua,sports/leisure,2,"English, Japanese",0,0,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,cont,Employees only bathroom men,0,0
41,2016-10-28,Beach adventures poster close up.jpg,Beach adventures poster close up,sports/leisure,2,"English, Japanese",0,0,0,1,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,cont,posters for Jp tourists,0,0
42,2016-10-28,Beach Adventures posters.jpg,Beach Adventures posters,sports/leisure,2,"English, Japanese",1,0,0,1,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,,,0,0
43,2016-10-28,Beach adventures segway Jp star.jpg,Beach Adventures segway tv star,sports/leisure,2,"Japanese, English",0,0,0,0,21.396905555555556,-157.7311861111111,Oahu,Kailua,Kailua,Kailua Rd,,bus,cont,"tv star on segway, 1 word of English ('final')",0,0
44,2017-03-25,Bee and tea inside.jpg,Bee and Tea inside,restaurant,1,English,0,1,0,0,0,0,Oahu,Kailua ,Kailua,Hekili St,,bus,con,Bee and tea inside,0,0
45,2017-02-03,bee and tea.jpg,Bee and Tea,restaurant,1,English,0,0,0,0,21.392144444444444,-157.74243055555553,Oahu,Kailua ,Kailua,Hekili St,,bus,con,shop name bee and tea,0,0
46,2017-04-01,beer advertisement big city diner Japanese menu.jpg,beer advertisement Big City Diner Japanese menu,restaurant,1,Japanese,0,1,0,0,0,0,Oahu,Kailua,Kailua,Hamakua Rd,,bus,con,beer advertisement big city diner Japanese menu,0,0
47,2017-03-25,Beer sign mahaloha.jpg,beer sign Mahaloha Burger,restaurant,1,English,0,0,0,0,21.39191111111111,-157.74151666666666,Oahu,Kailua ,Kailua,Hekili St,,bus,cont,Beer sign mahaloha,0,0
49,2017-03-25,bench sign.jpg,bench sign,other,1,English,0,0,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,bench sign,0,0
50,2017-03-27,berich building.jpg,Berich Building,office/building,1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Uluniu St,,bus,cont,berich building,0,0
51,2017-03-07,best pizza in town italian deli.jpg,Best Pizza in town italian deli Boston's Pizza,restaurant,1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Oneawa St,,bus,cont,best pizza in town italian deli,0,0
52,2017-03-27,better homes advantage realty.jpg,Better Homes Advantage realty,realty,1,English,0,0,0,0,21.394480555555557,-157.74336111111108,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,better homes advantage realty,0,0
53,2017-03-27,better homes poster.jpg,Better Homes poster ,realty,1,English,0,0,0,0,21.394388888888887,-157.74345277777778,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,better homes poster ,0,0
54,2017-03-27,betty x joe.jpg,Betty x Joe outdoor sign,"retail, clothing",1,English,0,0,0,0,0,0,Oahu,Kailua,Kailua,Uluniu St,,bus,con,shop name betty x joe,0,0
55,2017-03-07,bicycle shop.jpg,bicycle shop,sports/leisure,0,,1,1,0,0,21.394644444444445,-157.7448722222222,Oahu,Kailua ,Kailua,Oneawa St,,,,,0,0
56,2017-03-25,bicycle whole foods bike parking.jpg,Whole Foods bike parking,grocery,0,,1,0,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,bicycle whole foods bike parking,0,0
57,2017-03-25,bicycle whole foods.jpg,bicycles near Whole Foods,grocery,0,,1,0,0,0,21.39393888888889,-157.74220277777778,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,bicycle whole foods,0,0
58,2017-04-01,big city dinner English menu front page.jpg,Big City Diner English menu front page,restaurant,3,"English, Hawaiian, Pidgin",0,1,0,0,0,0,Oahu,Kailua,Kailua,Hamakua Rd,,bus,con,big city dinner English menu front page,0,0
59,2017-04-01,Big city dinner English menu.jpg,Big city Diner English menu,restaurant,1,English,0,1,0,0,21.392544444444443,-157.7440638888889,Oahu,Kailua,Kailua,Hamakua Rd,,bus,con,Big city dinner English menu,0,0
60,2017-04-01,big city dinner inside1.jpg,Big City Diner inside photos on wall,restaurant,1,,1,0,0,0,21.39258611111111,-157.74426388888887,Oahu,Kailua,Kailua,Hamakua Rd,,,,big city dinner inside1 ,0,0
61,2017-04-01,Big city dinner Japanese menu inside.jpg,Big City Diner Japanese menu pages,restaurant,2,"Japanese, English",0,1,0,0,21.39253888888889,-157.744125,Oahu,Kailua,Kailua,Hamakua Rd,,bus,con,Big city dinner Japanese menu inside,0,0
62,2017-04-01,big city Japanese menu.jpg,Big City Diner Japanese menu,restaurant,2,"Japanese, English",0,0,1,0,0,0,Oahu,Kailua,Kailua,Hamakua Rd,,bus,con,big city Japanese menu,0,0
63,2017-04-01,bigcity localicious.jpg,Big City localicious sticker on door,restaurant,1,English,0,0,0,0,21.392580555555554,-157.74398888888888,Oahu,Kailua,Kailua,Hamakua Rd,,bus,con,,0,0
64,2017-04-01,bike lane.jpg,bike lane,street/traffic/parking,0,,1,0,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,,,bike lane,0,0
65,2017-03-25,bike parking whole foods.jpg,bike parking Whole Foods ,grocery,0,,1,0,0,0,21.393852777777777,-157.742325,Oahu,Kailua,Kailua,Kailua Rd,,,,bike parking whole foods ,0,0
66,2016-10-28,bike rental shop Pedego Kailua_Oahu.jpg,Pedego Kailua bike rental shop sign,sports/leisure,2,"English, Japanese",0,0,0,0,21.39292222222222,-157.74041666666665,Oahu,Kailua,Kailua ,Hahani St,,bus,cont,signboard,0,0
67,2016-10-28,Bike rentals Jp sign Kailua_Oahu.jpg,Kailua Ocean Adventures laminated sign Japanese,sports/leisure,2,"Japanese, English",0,0,0,0,0,0,Oahu,Kailua,Kailua,Hahani St,,bus,,,0,0
68,2016-10-28,Bike rentals Kailua Ocean Adventures.jpg,Kailua Ocean Adventures bike rentals,sports/leisure,2,"English, Japanese",0,0,0,0,21.391997222222223,-157.74113333333332,Oahu,Kailua,Kailua,Hahani St,,bus,cont,bike rentals,0,0
69,2016-10-28,Bike rentals Kailua_Oahu_skirts.jpg,How to tie skirt on bike at Kailua Ocean Adventures,sports/leisure,1,Japanese,0,0,0,0,21.392002777777776,-157.74113333333332,Oahu,Kailua,Kailua,Hahani St,,bus,cont,info sheet for skirt tying,0,0
70,2017-03-25,bike shop in the morning.jpg,bike shop in the morning,sports/leisure,0,,1,0,0,0,0,0,Oahu,Kailua ,Kailua,Hekili St,,,,bike shop in the morning,0,0
71,2017-03-27,bike shop operation hour.jpg,The Bike Shop operation hours,sports/leisure,1,English,0,0,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,bike shop operation hour,0,0
72,2017-03-25,bikinibird.jpg,Bikinibird,"retail, clothing",1,English,0,0,0,0,21.392452777777777,-157.74282777777776,Oahu,Kailua ,Kailua,Hekili St,,bus,con,bikinibird,0,0
73,2017-03-25,bite poster maui tacos.jpg,Bite poster (delivery service)  on Maui Tacos,service,1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Hahani St,,bus,,bite poster maui tacos,0,0
74,2017-02-03,Bkrobbins door.jpg,Baskin Robbins door,restaurant,1,English,0,0,0,0,21.392794444444444,-157.7436222222222,Oahu,Kailua ,Kailua,Hamakua Rd,,bus,cont,Bkrobbins door,0,0
75,2017-03-25,black boad bee and tea.jpg,Bee and tea blackboard,restaurant,1,English,0,1,0,0,21.392305555555556,-157.74243055555553,Oahu,Kailua ,Kailua,Hekili St,,bus,con,black boad bee and tea,0,0
76,2017-03-27,black boad big island growers madre chocolate.jpg,Madre chocolate Big Island blackboard,"retail, food",1,English,1,1,0,0,0,0,Oahu,Kailua,Kailua,Kainehe St,,,,black boad big island growers madre chocolate,0,0
77,2017-02-03,black board big city.jpg,Big City Diner blackboard,restaurant,1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Hamakua Rd,,bus,cont,black board big city,0,0
78,2017-03-07,blue lani mat.jpg,Blue Lani mat ,"retail, clothing",1,English,0,0,0,0,21.39483611111111,-157.74485833333333,Oahu,Kailua ,Kailua,Oneawa St,,bus,cont,Oneawa St,0,0
79,2017-02-03,blue lani tag 2.jpg,Blue Lani tag 2,"retail, clothing",2,"Japanese, English",0,1,0,0,21.395094444444442,-157.74539166666665,Oahu,Kailua ,Kailua,Oneawa St,,bus,cont,blue lani tag,0,0
80,2017-02-03,blue lani tag.jpg,Blue Lani tag,"retail, clothing",2,"Japanese, English",0,1,0,0,21.39511388888889,-157.74537777777778,Oahu,Kailua ,Kailua,Oneawa St,,bus,cont,blue lani tag,0,0
81,2017-02-03,blue lani tag.jpg,Blue Lani tag,"retail, clothing",1,"Japanese, English",0,1,0,0,0,0,Oahu,Kailua ,Kailua,Oneawa St,,bus,cont,blue lani tag,0,0
82,2017-02-03,blue lani.jpg,Blue Lani,"retail, clothing",2,"English, Hawaiian",0,0,0,0,21.395133333333334,-157.74534722222222,Oahu,Kailua ,Kailua,Oneawa St,,bus,cont,blue lani,0,0
83,2017-03-25,bookend poster.jpg,Bookends poster,"retail, books",1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Kailua Rd,,bus,con,bookend poster,0,0
84,2017-03-25,Bookend.jpg,Bookends,"retail, books",1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Kailua Rd,,bus,con,Shopname bookend,0,0
85,2016-10-28,bookstore mahalo Kailua_Oahu.jpg,Bookends cell phone sign ,"retail, books",2,"English, Hawaiian",0,1,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd.,,bus,decont,cell phone free zone kokua mahalo,0,0
86,2016-10-28,Boots and Kimos door.jpg,Boots and Kimo's door,restaurant,2,"English, Japanese",0,0,0,1,0,0,Oahu,Kailua,Kailua,Hekili St.,,bus,cont,Keep door closed,0,0
87,2017-03-25,Boots and Kimos menu outside.jpg,Boots and Kimo's menu outside,restaurant,2,"Japanese, Hawaiian",0,0,0,0,0,0,Oahu,Kailua ,Kailua,Hahani St,,bus,cont,menu at boots and kimo's,0,0
88,2017-03-25,Boots and Kimos sign all parties need to be present.jpg,Boots and Kimo's sign all parties need to be present,restaurant,1,English,0,0,0,0,21.392044444444444,-157.7405861111111,Oahu,Kailua ,Kailua,Hahani St,,bus,cont,Boots and Kimo's sign all parties need to be present,0,0
89,2016-10-28,Boots and Kimos sign Kailua.jpg,Boots and Kimos sign Kailua,restaurant,1,English,0,0,0,0,21.391744444444445,-157.74113333333332,Oahu,Kailua,Kailua ,Hekili St.,,bus,cont,Boots & Kim's homestyle kitchen,0,0
90,2017-03-25,Boots and Kimos.jpg,Boots and Kimo's ,restaurant,1,English,1,0,0,0,21.391919444444444,-157.74079999999998,Oahu,Kailua ,Kailua,Hekili St,,bus,cont,shop sign boots and kimo's,0,0
91,2016-10-28,Boots Kimos dryer Kailua.jpg,Boots Kimos dryer Kailua,restaurant,1,Japanese,0,1,0,0,0,0,Oahu,Kailua,Kailua ,Hekili St.,,bus,cont,Boots & Kimo bathroom dryer ,0,0
92,2016-10-28,Boots Kimos toilets.jpg,Boots Kimos toilets,restaurant,2,"English, Japanese",0,1,0,0,0,0,Oahu,Kailua,Kailua ,Hekili St.,,bus,cont,use only for toilet seats; do not dispose etc.,0,0
93,2016-10-28,Boots Kimos tshirts signs.jpg,Boots Kimos tshirts signs,restaurant,2,"English, Japanese",0,1,0,0,21.391741666666665,-157.74121111111108,Oahu,Kailua,Kailua,Hekili St.,,bus,cont,Boots & Kimos t-shirts sale,0,0
94,2017-03-25,bowling pali lanes.jpg,Pali Lanes Bowling,sports/leisure,1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Hekili St,,bus,con,bowling,0,0
95,2017-03-27,brand name 808 skate.jpg, 808 Skate brand name,"retail, clothing",1,English,0,0,0,0,21.397044444444443,-157.7427222222222,Oahu,Kailua ,Kailua,Uluniu St,,bus,con,brand name 808 skate,0,0
96,2017-03-25,brandlog.jpg,window stickers,"retail, clothing",1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Kailua Rd,,bus,decont,,0,0
97,2017-03-25,Brazilian inside shop.jpg,Brazilian Show Room inside shop,"retail, clothing",0,,1,1,0,0,21.393658333333335,-157.74188333333333,Oahu,Kailua,Kailua,Kailua Rd,,,,Brazilian inside shop,0,0
98,2017-03-25,Brazilian.jpg,Brazilian Show Room,"retail, clothing",1,English,0,0,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,shop name brazilian,0,0
100,2017-03-25,buona sera.jpg,Buona Sera,restaurant,1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Hekili St,,bus,con,shopname bouna sera,0,0
101,2017-03-25,burber shop.jpg,Mike's Barber Shop sign,hair/beauty,1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Hahani St,,bus,con,shop name,0,0
102,2017-03-25,burbershop window.jpg,Mike's Barber Shop window,hair/beauty,1,English,0,0,0,0,21.392991666666667,-157.74055555555555,Oahu,Kailua ,Kailua,Hahani St,,bus,con,burbershop window,0,0
104,2016-10-28,cafe doors.jpg,cafe doors,restaurant,2,"Japanese, English",0,0,0,1,21.39328888888889,-157.73982222222222,Oahu,Kailua,Kailua,Hekili St.,,bus,cont,signs on cafe doors,0,0
105,2016-10-28,cafe windows.jpg,cafe windows,restaurant,1,English,0,0,0,1,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,cont,"open, bread pupus, Bud Light",0,0
106,2017-03-25,california pizza kitchen.jpg,California Pizza Kitchen,restaurant,1,English,0,0,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,california pizza kitchen,0,0
107,2017-02-03,calvin and susie posters door.jpg,Calvin and Susie posters door,service,1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Hekili St,,bus,con,calvin and susie posters door,0,0
108,2017-03-25,calvin and susie.jpg,Calvin and Susie,service,1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Hekili St,,bus,cont,shop name calvin and susie,0,0
109,2017-03-27,car company brand skickers.jpg,car company brand skickers,auto/gas,1,English,0,0,0,0,21.3939,-157.74558888888888,Oahu,Kailua,Kailua,Kainehe St,,bus,con,car company brand skickers,0,0
110,2017-03-27,car company.jpg,car company,auto/gas,0,,1,0,0,0,21.393952777777777,-157.74557499999997,Oahu,Kailua,Kailua,Kainehe St,,,,car company,0,0
111,2017-03-07,casablanca.jpg,Casablanca Moroccan cuisine,restaurant,1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Oneawa St,,bus,cont,shop name casablanca,0,0
112,2017-04-01,caution desk kailua bicycle.jpg,caution desk Kailua Bicycle,sports/leisure,1,Japanese,0,1,0,0,21.39378888888889,-157.74528611111108,Oahu,Kailua,Kailua,Kainehe St,,bus,con,caution desk kailua bicycle,0,0
113,2017-03-25,caution trolley parking.jpg,caution signs near trolley parking construction,construction,1,English,0,0,0,0,21.39295,-157.74061666666665,Oahu,Kailua ,Kailua,Hahani St,,bus,con,caution trolley parking,0,0
114,2017-03-27,chadlou aloha.jpg,ChadLou aloha inside,restaurant,1,Hawaiian,0,1,0,0,21.39498888888889,-157.74580277777775,Oahu,Kailua,Kailua,Uluniu St,,bus,con,chadlou aloha,0,0
115,2017-03-27,chadlous inside.jpg,ChadLou's inside,restaurant,0,,1,1,0,0,21.39502222222222,-157.74569722222222,Oahu,Kailua,Kailua,Uluniu St,,,,chadlou's inside,0,0
116,2017-03-27,chadlous.jpg,ChadLou's outdoor sign,restaurant,1,English,0,0,0,0,0,0,Oahu,Kailua,Kailua,Uluniu St,,bus,con,chadlou's,0,0
117,2017-03-27,champa thai.jpg,Champa Thai,restaurant,1,English,0,0,0,0,21.395941666666666,-157.7410583333333,Oahu,Kailua ,Kailua,Kuulei Rd,,bus,cont,shop name champa thai,0,0
118,2017-03-25,check out brazilian.jpg,check out Brazilian Show Room,"retail, clothing",1,English,0,0,0,0,21.394080555555554,-157.74208055555553,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,Check out sign ,0,0
119,2017-03-25,Chinese item tag GNC.jpg,Chinese item tag GNC,"retail, health",1,Chinesenese,0,1,0,0,0,0,Oahu,Kailua ,Kailua,Kailua Rd,,bus,con,Chinese item tag GNC,0,0
120,2016-10-28,Christian pamphlets Kailua.jpg,Christian pamphlets Kailua,other,2,"Japanese, English",0,0,0,1,21.39375,-157.74056944444442,Oahu,Kailua,Kailua,Kailua Rd,,private,decont,Christian pamphlets Light of Life,0,0
122,2017-03-25,citizen poster.jpg,Citizen watches poster,"retail, jewelry",1,English,0,0,0,0,21.39381111111111,-157.74130277777778,Oahu,Kailua ,Kailua,Kailua Rd,,bus,con,citizen poster,0,0
123,2017-03-27,Close sign.jpg,Closed sign Jewel or Juice,restaurant,2,"English, Japanese",0,0,0,0,21.39723888888889,-157.74188333333333,Oahu,Kailua ,Kailua,Uluniu St,,bus,cont,Close sign,0,0
126,2017-03-25,cofee tag English and Japanese island treasure.jpg,coffee tag Island Treasure,"retail, home",2,"English, Japanese",0,1,0,0,21.39403888888889,-157.74185277777775,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,cofee tag English and Japanese island treasure,0,0
127,2017-03-25,coffee curbs.jpg,The Curb Coffee sign,restaurant,1,English,0,0,0,0,0,0,Oahu,Kailua ,Kailua,Hekili St,,bus,cont,coffee ,0,0
128,2017-03-25,coffee morning brew..jpg,Morning Brew Coffee,restaurant,0,,1,1,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,,,,0,0
129,2016-10-28,coffee shop menu Morning Brew.jpg,coffee shop menu Morning Brew,restaurant,2,"English, Japanese",0,0,0,1,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,cont,menu for breakfast,0,0
130,2017-03-25,coin chart island treasure.jpg,coin chart Island Treasure,"retail, home",1,Japanese,0,1,0,0,21.394183333333334,-157.74200555555555,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,coin chart island treasure,0,0
131,2017-03-25,cookies and cream grand opening banner.jpg,Cookies and Cream grand opening banner,restaurant,1,English,0,0,0,0,21.39407222222222,-157.7417611111111,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,cookies and cream grand opening banner,0,0
132,2017-03-25,cookies and cream poster.jpg,Cookies and Cream poster,restaurant,1,English,0,0,0,0,21.393930555555556,-157.7418361111111,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,cookies and cream poster,0,0
133,2017-03-25,Cookies and cream selling items.jpg,Cookies and cream  items for sale sidewalk sign,restaurant,2,"English, Japanese",0,0,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,Cookies and cream selling items,0,0
134,2017-03-27,corepower yoga.jpg,Corepower Yoga,sports/leisure,1,English,0,0,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,shop name corepower,0,0
136,2017-03-25,counter bikinibird.jpg,Counter Bikinibird,"retail, clothing",0,,1,1,0,0,21.392469444444444,-157.74263055555554,Oahu,Kailua ,Kailua,Hekili St,,,,counter bikinibird,0,0
138,2017-04-01,counter windward.jpg,counter Windward Watersports,sports/leisure,0,,1,1,0,0,0,0,Oahu,Kailua,Kailua,Hoolai St.,,,,,0,0
139,2017-03-25,creapes no ka oi.jpg,Crepes No Ka Oi,restaurant,2,"English, Hawaiian",0,0,0,0,0,0,Oahu,Kailua ,Kailua,Hekili St,,bus ,cont,shop name,0,0
140,2017-02-03,crepe no okai free magazine.jpg,Crepes No Ka Oi free magazine,restaurant,1,Japanese,0,1,0,0,0,0,Oahu,Kailua ,Kailua,Hekili St,,bus,descont,free magazine aloha street,0,0
141,2017-03-27,creps no ka oi interior.jpg,Crepes No Ka Oi interior,restaurant,0,,1,1,0,0,0,0,Oahu,Kailua ,Kailua,Hekili St,,,,creps no ka oi interior,0,0
142,2017-04-01,Cross here Japanese and English.jpg,Cross here Japanese and English,street/traffic/parking,2,"Japanese, English",0,0,0,0,0,0,Oahu,Kailua,Kailua,Kailua Rd,,bus,con,Cross here Japanese and English,0,0
144,2016-10-28,customer comments Jp.jpg,customer comments Kailua Beach Adventures,sports/leisure,1,Japanese,0,1,0,0,21.396944444444443,-157.73121666666668,Oahu,Kailua,Kailua,Kailua Rd,,bus,cont,customer comments adventures,0,0
